transaction_id,date,total_sales,total_expenses,profit,location
4220885,11/10/2022,9866.55,1800.86,8065.69,Miami
6503740,6/15/2022,8566.5,129.59,8436.91,New York
8112911,1/2/2022,3983.42,834.39,3149.03,Chicago
2084452,2/26/2022,5000.88,2547.41,2453.47,Los Angeles
9835617,11/8/2022,4762.96,3669.64,1093.32,Miami
8937053,5/18/2022,3550.62,1462.15,2088.47,Chicago
3857679,9/5/2022,1586.95,1868.02,-281.07,New York
8947463,7/24/2022,801.19,3063.64,-2262.45,Miami
9482833,10/22/2022,4862.73,3591.28,1271.45,Miami
5848904,3/11/2022,5251.07,4751.67,499.4,Chicago
0402997,5/21/2022,7203.38,2146.82,5056.56,Chicago
5218595,1/13/2022,6326.3,3256.14,3070.16,Chicago
8988025,11/25/2022,942.16,2391.54,-1449.38,Los Angeles
4284924,5/11/2022,6018.37,3627.79,2390.58,New York
1714123,1/24/2022,3224.08,2990.83,233.25,Chicago
0659779,2/8/2022,4373.89,3038.19,1335.7,New York
2750937,11/26/2022,814.04,1478.99,-664.95,Los Angeles
1557069,5/21/2022,8585.09,4386.49,4198.6,Miami
2160630,6/7/2022,3372.99,3855.61,-482.62,New York
3501822,1/28/2022,1377.47,531.54,845.93,New York
9183508,8/24/2022,7843.14,1364.58,6478.56,New York
2071821,10/23/2022,3836.66,1160.57,2676.09,Los Angeles
8205327,9/28/2022,6096.99,4653.67,1443.32,New York
8472706,5/29/2022,972.72,2642.26,-1669.54,Los Angeles
6785567,6/28/2022,1908.41,1844.79,63.62,New York
5581463,8/28/2022,8530.34,192.8,8337.54,New York
7658045,6/16/2022,3498.84,2120.11,1378.73,New York
4089748,1/28/2022,4485.23,1445.83,3039.4,Miami
6340715,9/26/2022,6168.5,3942.8,2225.7,Los Angeles
2773737,8/25/2022,5035.5,800.96,4234.54,Chicago
5390342,7/27/2022,6389.61,4332.43,2057.18,Los Angeles
5388129,12/12/2022,8165.79,103.02,8062.77,New York
4355860,4/26/2022,5541.9,981.93,4559.97,Los Angeles
4104836,3/15/2022,943.22,4939.89,-3996.67,New York
5838089,7/27/2022,5302.17,4396.38,905.79,Chicago
9938108,11/7/2022,1501.89,3375.91,-1874.02,Los Angeles
8501542,10/11/2022,5078.74,1829.13,3249.61,Miami
7526042,7/3/2022,1298.78,4341.87,-3043.09,Chicago
6612118,11/17/2022,7148.89,499.97,6648.92,Miami
9261850,9/20/2022,9306.98,781.58,8525.4,New York
9656599,1/18/2022,4287.1,4531.95,-244.85,Chicago
6349345,10/8/2022,5214.4,172.56,5041.84,New York
9575843,4/3/2022,6088.05,1553.31,4534.74,Miami
4384583,10/25/2022,5911.03,1087.03,4824.0,New York
5910549,12/9/2022,3218.58,2377.38,841.2,Los Angeles
0664124,2/9/2022,8179.18,4840.42,3338.76,Chicago
6872503,5/7/2022,6807.08,3257.55,3549.53,Chicago
9740493,10/27/2022,9443.17,3495.72,5947.45,New York
4104892,9/19/2022,1775.1,1147.38,627.72,New York
6423945,9/8/2022,6304.66,40.4,6264.26,Chicago
0033807,6/9/2022,2555.54,568.94,1986.6,Los Angeles
7053189,6/17/2022,5862.44,2265.46,3596.98,New York
5050514,6/5/2022,4390.5,2663.46,1727.04,Los Angeles
